Product_Name,Discount,MRP,Selling_Price,Colour,Form_Factor,Number_of_Lithium_Ion_Cells,Included_Components,Country_of_Origin,Item_Weight,Sensitivity,Headphones_Jack,Model_Name,Connectivity_Technology,Wireless_Communication_Technology,Age_Range,Material,Specific_Uses_For_Product,Charging_Time,Recommended_Uses_For_Product,Compatible_Devices,Control_Type,Control_Method,Control_Type_Method,Cable_Feature,Number_of_Items,Battery_Life,Audio_Driver_Type,Audio_Driver_Size,Bluetooth_Range,Bluetooth_Version,Earpiece_Shape,Special_Feature,Special_Features,Product_Dimensions,Batteries,Batteries_Included,Batteries_Required,Battery_Cell_Composition,Includes_Rechargeable_Battery,Style,Controller_Type,Carrying_Case_Material,Carrying_Case_Color,Series_Number,UPC,Does_it_contain_liquid,Model,Item_model_number,Series_number,Cable_Length,Frequency_Range,Impedance,Battery_Type,Battery_cell_composition,Age_Range_Description,Water_Resistance_Level,Net_Quantity
"HyperX Cloud Mini Gaming Headset, 3.5mm Wired Connection, 30mm Sound Drivers, Lightweight, Over-Ear, Flip-to-Mute mic, Xbox-Licensed, Memory Foam, Recomm for Ages 8-12, Lavender, 130g, 7G8F5AA",-25%,"₹3,497₹3,497","2,619.00",Green,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AULA S505 USB Wired Gaming in Ear Headphones with Mic for PC | RGB Rainbow Backlit Gaming Headphone,Virtual 7.1 Surround Sound,50mm Driver,Soft Memory Earmuffs | Wired Laptop Desktop Headset (Green)",-59%,"₹3,999₹3,999","1,628.00",Black,On Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 Ohm,,,,,
"Jabra Evolve 20 Stereo Headset with noice canceling mic, Connect to Mobile/Tablet via USB-C/A, Lightweight Headband",-51%,"₹8,681₹8,681","4,239.00",Black,Case,,,,,,,,,,,,,,,Headphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.G.R.J® Portable Carrying Case Cover for Boat Rockerz 660/650 / New Launch Rockerz 650 Pro/New Launch Rockerz 551 ANC Pro / 551ANC / 558/560 / 550 Wireless Headphone (Hard|EVA|Black),-65%,₹999₹999,349,Black,Over Ear,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5 Ohm,,,,,
"HyperX Cloud Stinger 2 Core Gaming Headset for PlayStation-Black (6H9B6Aa),Over Ear,Wired",-35%,"₹3,999₹3,999","2,599.00",Red,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud II,,,,,,,,,,,,,,,,,
"HyperX Cloud II – Wired Gaming Headset for PC, PS5 / PS4. Active Noise Cancellation, Over Ear, circumaural, Closed Back, Virtual 7.1 Surround Sound - Black-Red (4P5M0AA)",-61%,"₹12,987₹12,987","5,001.00",Black,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraken V4 X,,,,,,,,,,,,32 Ohm,,,,,
"Razer Kraken V4 X Wired Gaming Headset: 40 mm Drivers - Cardioid Mic - Memory Foam Cushions - Chroma RGB Lighting - Type C & Type A Cable - for PC, Mac, PS5, Nintendo Switch, Steam Deck, Smartphone",-57%,"₹13,999₹13,999","6,065.00",White,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 Ohm,,,,,
"PHILIPS Audio TAH4209WT Bluetooth Headphone with Lightweight and Foldable Design, 32mm Neodynamic Drivers, 55H Playtime, USB Type-C Fast Charging, Built-in Mic for Smartphone, Laptop, Tablet (White)",-52%,"₹4,999₹4,999","2,393.00",Black,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OOGE Echo 200 Wireless Bluetooth Headphones (Beige), 30H Playtime, 800H Standby Time, RGB Light, 250mAh Battery, Bluetooth 5.3, 10m Range, 1-Year Warranty",-44%,"₹1,38,900.00₹1,38,900.00","1,389.00",Pink,In Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 Ohm,,,,,
"soundcore A30I, Noise Cancelling in Ear Earbuds,Stylish Design, Lightweight Comfort, Clear Sound Super Clear and Powerful Bass, 24H Playtime, Ip54, Fast Charge 10Min=120 Min,Bluetooth 5.4-Pink",-70%,"₹4,998₹4,998","1,499.00",Black,On Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Audio-Technica USB Headset with 30mm Drivers, Condenser Mic, USB-A/Type-C Connectivity – 20–20,000 Hz Headphone Response, 16-Bit/48 kHz, Compatible with Windows & macOS",-51%,"₹5,085₹5,085","2,490.00",Blue,On Ear,,,,,,,,,,,Kid-Proof Material,,,,,,,,,,"【All-Day Comfort】: Comfort is paramount to the experience of the iClever kids headphones which are enriched by Memory foam ear cushions, soft and breathable material that makes listening that much better. To fine-tune your fit, you can adjust the headband to your preference so you can listen for hours without strain.",,,,,,,,,,,,,,,,,,,,,,,,,,32 Ohm,,,,,
"iClever Bluetooth Headphones with Mic, LED Lights, Kids Wireless Headphones for Boys, Children Headset On Ear for School/Tablet/PC, 35H Playtime, Stereo Sound, Bluetooth 5.4, Foldable, Blue",-40%,"₹3,999₹3,999","2,399.00",Black,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OOGE Echo 100 Wireless Bluetooth Headphones (Black), 30H Playtime, 800H Standby Time, 250mAh Battery, Bluetooth 5.3, 10m Range, 1-Year Warranty",-57%,"₹1,06,800.00₹1,06,800.00","1,068.00",Black,On Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140 Ohm,,,,,
"Voods Heads Active, On-Ear Headphones, 120H Playtime, Foldable Design, SD Card Support, 40mm Drivers, V5.3 Bluetooth Headphone, Dual Pairing, Headphones Bluetooth Wireless, IPX5 Rating (Black)",-81%,"₹5,549₹5,549","1,049.00",Multicolor,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drumstone 𝟏𝟓 𝐘𝐄𝐀𝐑𝐒 𝐖𝐀𝐑𝐑𝐀𝐍𝐓𝐘 Wireless Bluetooth Headphone Crystal Clear Sound & Good Bass Support FM and SD Card Slot with Music and Calling Control,-60%,"₹2,999₹2,999","1,199.00",Blue,,,,,,,,,,,,Faux Leather,,,,T500Bt-T450,,,,,,,,,,,,,,"🎧Easy to Replace: Just align the mat with the mounting post in the headset and it will snap into place, easily snap into place",,,,,,,,,,,,,T500BT-T450-Blue,,,,,,,,,,
"SYGA Replacement Ear Pads Compatible with JBL Tune 500BT / T500BT / T450BT Wireless Headphones, 1 Pair Replacement Earpads Headphones Replacement Headset Ear Cup Cushions - Blue",-43%,₹699₹699,399,Black,Neckband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,140 Ohm,,,,,
"DUDAO U5B Wireless Bluetooth Neckband | Deep Bass, Noise Reduction, Fast Charging | 20 Hours Playtime, Lightweight Design with Mic & in-Line Controls – Black",-80%,"₹2,999₹2,999",599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 3001-4000 (E-Mail Delivery),-56%,"₹1,099₹1,099",489,Black,Over Ear,,,,,"120° Rotatable Mic: This feature makes the user move the mic upwards and downwards at 120° angle. So they can set it aside when there is no need for a mic, Like while listening to music.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Match USB Over Ear Headphone with Mic in Line Controls for Desktop, Laptop, Gaming, Skype, Online Meetings",-50%,"₹1,999₹1,999",999,Brown,On Ear,,,,,,,,,,,,,,,,,,,,,"✅ IP65 Water-Resistant Headphones: Engineered for durability, these IP65-rated Bluetooth headphones are resistant to sweat, splashes, and dust-ideal for gym workouts, outdoor runs, and rough weather conditions.",,,,,,,,,,,,,,,,,,,,,,,,,,140 Ohm,,,,,
"Voods Heads Pro, On Ear Wireless Headphones,120 HRS Battery, 40mm Drivers, Dual Pairing, Padded Ear Cushions, V5.3 Bluetooth Headphones, Voice Assistant, IP65 Water Resistance (Brown)",-78%,"₹5,849₹5,849","1,296.00",White,On Ear,,,,,,,,,,,,,,,,,,,,,"₹1,329.00₹1,329.00",,,,,,,,,,,,,,,,,,,,,,,,,,32 Ohm,,,,,
Lenovo 110 Wired On Ear Headphones with Mic (White),-47%,"₹5,251₹5,251","2,799.00",Matte black,On Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140 Ohm,,,,,
"EKSA Headset with Microphone for Laptop, Noise Cancelling Computer Headset, Lightweight Mute Control Wired Headphones, Clear Chat, Ultra Comfort Business Headset for Call Center",-35%,"₹3,690₹3,690","2,390.00",Black,Over Ear,,,,,,,,,,,,,,,,,,,,,"Low Latency for Smooth Streaming - The audio-technica ATH-S220BT wireless headset comes with a low latency mode that reduces delay for smoother video playback and gaming—perfect for watching Netflix, YouTube, or TikTok without lip-sync issues.",,,,,,,,,,,,,,,,,,,,,,,,,,32 Ohm,,,,,
"Audio-Technica ATH-S220BT Bluetooth Wireless Headphones with Mic | 60H Battery, Over-Ear Headset for Mobile & PC | Fast Charging Bluetooth Earphones with Wired Option",-5%,"₹5,983₹5,983","5,684.00",Black,Over Ear,,,,,,,,,,,,,,,,,,,,,"Low Latency for Smooth Streaming - The audio-technica ATH-S220BT wireless headset comes with a low latency mode that reduces delay for smoother video playback and gaming—perfect for watching Netflix, YouTube, or TikTok without lip-sync issues.",,,,,,,,,,,,,,,,,,,,,,,,,,32 Ohm,,,,,
"Audio-Technica ATH-S220BT Bluetooth Wireless Headphones with Mic | 60H Battery, Over-Ear Headset for Mobile & PC | Fast Charging Bluetooth Earphones with Wired Option",-5%,"₹5,983₹5,983","5,684.00",Grey,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFBT-1638-GY,,,,,32 Ohm,,,,,
iFAST Foldable Wireless Stereo Headphone | 24 Hours Music & Calls| Dual Mode (Wired & Wireless) Gaming Headset with Adjustable Headband [ Grey ],-56%,"₹4,999₹4,999","2,199.00",Black,On Ear,,,,,10±3dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2M,20Hz-20KHz,16 Ohm,,,,,
"CLAW GH40 Wired RGB Gaming Headset with 50mm Drivers, Noise-Isolating Microphone, 3.5mm Audio Jack, 2m Braided Cable | Compatible with PC, PS4, PS5, Xbox, Laptops & Mobile Devices",-40%,"₹2,490₹2,490","1,490.00",Black,Cover,,,,,,,,,,,,,,,Headphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M.G.R.J® Portable Carrying Case Cover for Jabra Evolve 20 MS, UC, SE / 40 UC, MS / Evolve2 30 SE, 30 UC, 30 II, 50, 55, 65 Flex, 65 TE, 65UC / Biz 1100, Biz 1500 Wired Headphones (Black)",-55%,₹999₹999,449,Black,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73.7 out of 5 stars,,,,,32 Ohm,,,,,
"BigPassport USB Wired Over Ear Headphones with Mic with Noise-Cancelling for Pc, Laptop, Computer, Model- Pro-Tech 630 (Black)",-69%,"₹3,250₹3,250",999,Black,,,,,,,,,,,,Faux Leather,,,,Sony WH-XB700 Headphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crysendo Headphone Cushion for Son-y WH-XB700 Headphones | Replacement Ear Cushion Foam Cover Ear Pads Soft Cushion | Protein Leather & Memory Foam (Not for XB450),-65%,₹299.50₹299.50,599,Multicolor,,,,,,,,,,,,"Plastic, Silicone",,,,,,,,,,,,,,,,,,140L x 3W Centimeters,,,,,,Modern,,,,,,,,,,,,,,,,,
"J'TTON Spiral Metallic Color (2 Pcs) 1.2 Meters Each-Full Size Cable Cord Charger Protector Winder for iPhone & Android USB Charging Cables, Earphones, Lightning Cable (Multicolor)",-87%,₹64.50₹64.50,129,,,,User Manual,China,210 g,,,,,,,,,,,,,,,,,,,,,,,,,18.1 x 7.2 x 16.9 cm; 210 g,,,,,,,,,,,,,,H15,,,,,,,,,1 Count
EKSA H15 Professional Wired Headphones with mic Computer Headset with Microphone for pc Black,-60%,"₹3,990₹3,990","1,599.00",Swan Design,Case,,,,,,,,,,,,,,,Headphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GadgetBite Headphone Carrying EVA Case Earpads Storage Bag Headphone Pouch Portable Anti-Pressure Compatible with Boat 550/Sony WH C510/Flix X1/Sony CH710n/Hyperx Cloud Cases (SWAN Design),-71%,"₹1,649₹1,649",475,,,,"Cable, Headset, User Manual",China,210 g,,,,,,,,,,,,,,,,,,,,,,,,,18 x 6.8 x 20 cm; 210 g,,,,,,,,,,,,,,H12,,,,,,,,,1 Count
"Eksa H12 Wired Over Ear Headphones with Mic Pc Computer, Wired 3.5Mm Connection, in-Line Control for Volume, Noise Cancelling for Mobile, Laptop, Pc, Business Calls and Call Centre with Clear Chat",-41%,"₹2,699₹2,699","1,590.00",Black,Over Ear,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5 Ohm,,,,,
"HyperX Cloud Stinger 2 Core Gaming Headset for PlayStation-Black (6H9B6Aa),Over Ear,Wired",-35%,"₹3,999₹3,999","2,599.00",Black,On Ear,,,,,,,,,,,,,,,,,,,,,45+ Hours,,,,,,,,,,,,,,,,,,,,,,,,,,32 Ohm,Integrated,,,,
JLab Go Work Wireless On Ear Headsets with Microphone - 45+ Playtime PC Bluetooth Headset and Multipoint Connect to Laptop Computer and Mobile - Wired or Wireless Headphones with Microphone,-41%,"₹7,799₹7,799","4,599.00",H530 Black/Red,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ant Esports H530 Multi-Platform Pro RGB Gaming Headsetfor PC / PS4 / PS5 / Xbox One / Switch1 with mic, Black Red",-72%,"₹2,999₹2,999",849,Black,In Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crystal clear calls: Equipped with an HD microphone, our earphones ensure your calls are as stylish as they are clear, allowing you to play/pause music or answer/end calls with one-click ease.",,,,,,,What is Cash/Pay on Delivery?,,,,,32 Ohm,,,,,
"Xiaomi Wired in-Ear Earphones with Mic, Ultra Deep Bass & Metal Sound Chamber (Black)",-17%,₹599₹599,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 2001-3000 (E-Mail Delivery),-56%,₹789₹789,349,Blue,In Ear,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Rockerz 111, 40HRS Battery, Dual Device Pairing, ENx Tech, Low Latency Mode, Fast Charging, BTv5.3, IPX5, Type-C Interface, Bluetooth in Ear Neckband, Wireless with Mic Earphones (Deep Blue)",-64%,"₹2,490₹2,490",899,Black,,,,,100 Grams,,,,,,,"Acrylonitrile Butadiene Styrene (ABS), Aluminium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIVO INDIA Headphone Stand Headset Holder with Aluminum Supporting Bar Flexible Headrest ABS Solid Base for All Headphones Size (No Headphones, Only Stand)",-70%,₹999₹999,299,Black,,,,,0.07 Kilograms,,,,,,,Plastic,,,"Headphones, Gaming Accessories",,,,,,,,,,,,,headband,"Strong plastic, secure raised tip, various sizes, unique edge mounting panel, smooth curves wont damage headphones",,,,,,,Modern,,,,,,,,,,,,,,,,,
"Brainwavz Plastic Cradle Large-2PK-Headphone Stand Holder,Universal Hanger for Sennheiser,Sony,Bose,Beats,AKG,Audio-Technica,Gaming Controller,Cables,Gamepad&Other Gaming Accessories Hook",-65%,₹349.50₹349.50,699,Black,Popgrip,,,,,,,,,,,,,,,"Headphones, Smartphones",,,,,,,,,,,,,,,,,,,,,,,,,,,All Phones,,,,,,,,,,
"Gift Kya De GKD Headphone Stand for Desk Wooden Headphone Holder for Gamers Music Lovers, Portable Desk Organizer with Mobile Phone Stand Compatible with All Headphones Size (Black ecofriendly)",-60%,₹85.57₹85.57,599,White,Over Ear,,,,,,3.5 mm Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HyperX Cloud Mini – Wireless Headset,Compatible with PC,Chromebook,Nintendo Switch,PlayStation Controllers,Xbox Controllers,Phones, Laptops,Tablets,Volume Below 85dB,Immersive Sound,White",-58%,"₹5,447₹5,447","2,268.00",Red,In Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS Zeb-Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Red)",-57%,₹699₹699,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 500-1000 (E-Mail Delivery),-56%,₹339₹339,149,Charcoal Black,In Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 Ohm,,,,,
boAt Bassheads 102 in Ear Wired Earphones with Mic(Charcoal Black),-69%,"₹1,290₹1,290",399,Purple,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EKSA E900 Gaming Headset for Xbox - PC Headset Wired Gaming Headphones with Noise Canceling Mic, Over Ear Headphones Compatible with PS4, Xbox One, Nintendo Switch, PC, Mac, Laptop（PURPLE)",,"₹4,261.00₹4,261.00","2,999.00",Rose Gold,Over Ear,,,,,,,,,,,,,,,,,,,,,"Multipoint Connection: Lets your Klikk Rock On 101 Bluetooth headphones connect to two devices at the same time, making it easy to seamlessly switch between devices to listen to music or take phone calls.",,,,,,,,,,,,,,,,,,,,,,,,,,64 Ohm,,,,,
"Klikk Rock On 101 Bluetooth Wireless Over Ear Headphones with Mic, 30 Hours Playback, Aux & Sd Card, Voice Assistant Support with Foldable & Rotatable Compact Design (Rose Gold)",-67%,"₹5,999₹5,999","1,984.00",Blue,In Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 Ohm,,,,,
"Honeywell Moxie V50 Wired Earphones with Built in Mic, 10mm*2 Drivers, Passive Noise Cancellation, Deep Bass & Clear Sound, Ultra HD Mic Quality, 3.5mm AUX, Voice Assistant Enabled, 1.2 Mtr",-50%,₹899₹899,449,Black,On Ear,,,,,,,,,,,,,,,,,,,,,₹699.00₹699.00,,,,,,,,,,,,,,2023 Version (USB-C & USB-A),,,,,,,,,,,,32 Ohm,,,,,
"Poly (Plantronics) Blackwire 3220 Stereo Headset, On Ear w/Noise-canceling mic, 118g, Connect to Mobile/Tablet via USB-C/A, Lightweight Metal Headband, Dynamic EQ, Hi-Fi Stereo, Black, 9P7X8AA",-40%,"₹6,447₹6,447","3,899.00",Black,Over Ear,,,,,,3.5 mm Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo H210 Wired Gaming Headset with mic, 50mm Audio Drivers, 3.5mm Jack, Noise-canceling Microphone, Memory Foam Cushioning, Compatible for PC, Xbox One, PS 5, Nintendo Switch, Black, GXD1P46880",-63%,"₹7,490₹7,490","2,771.00",Sea Green,Over Ear,,,,,Superior Sound Quality: Magnify every speck of sound with superior sound quality on Zeb-Thunder wireless headphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 Ohm,,,,,
"ZEBRONICS Thunder Bluetooth 5.3 Wireless Over Ear Headphones with 60H Backup, Gaming Mode, Dual Pairing, Enc, Aux, Micro Sd, Voice Assistant, Comfortable Earcups, Call Function (Sea Green)",-29%,"₹1,399₹1,399",999,Black,In Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Ohm,,,,,
"Portronics Harmonics Z11 Bluetooth Wireless in Ear Earphones with Upto 35 Hours Playback & Magnetic Earbuds(ON/Off), 10mm Dynamic Driver, High Bass, HD Mic, Redial Button, Type C Fast Charging(Black)",-72%,"₹2,499₹2,499",699,Black,True Wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wave Beam 2,,,,,,,,,,,,16 Ohm,,,,,
"JBL Wave Beam 2 Ear Buds Wireless BluetoothV5.3, Active Noise Cancellation Earbuds,Multi Connect, App for Customized Extra Bass Eq, Relax Mode,Speed Charge, 40H Playback, Fast Pair,4 Mics,IP54(Black)",-47%,"₹7,499₹7,499","3,999.00",black,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Monitor II A.N.C Diamond Jubilee,-23%,"₹29,999₹29,999","22,999.00",Black,Over Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BattleKiller Black,,,,,32 Ohm,,,,,
"PunnkFunnk BattleKiller Gaming Headset Multi-Platform Compatible with PS4, Xbox One, PC, Nintendo Switch, Mobile, 50mm Surround Sound, Noise-Canceling Mic, LED Lights(Black)",-83%,"₹4,999₹4,999",855,Black,,,,,0.11 Kilograms,,,,,,,"Glass, Polycarbonate",,,"Bed, Desk",,,,,,,,,,,,,noise cancelling,,,,,,,,Modern Gaming,,,,,,,,,,,,,,,,,
"Brainwavz The Colossus - Gamepad Controller & Headphone Hanger Holder - Designed for Xbox ONE, PS4, PS3, Dualshock, Switch, PC, Steelseries, Steam & More, Black",-55%,"₹1,999₹1,999",899,Black,In Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boAt Bassheads 104 in Ear Wired Earphones(Black),-55%,₹999₹999,449,Black,Open-Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 Ohm,,,,,
"SHOKZ OpenRun Pro 2 Mini Bone Conduction Sport Headphones, Open-Ear Wireless Earphones with Bluetooth 5.3, Noise Cancelling Mics, IP55 Waterproof, 12h Playtime for Running, USB-C Quick Charge (Black)",-30%,"₹25,799₹25,799","17,999.00",Black,True Wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 Ohm,,,,,
"JLab Go Air Pop True Wireless Ear Buds Small Size - TWS Earbuds, Bluetooth Earphones with 32H Playtime, IPX4 Mini in Ear Headphones, USB Charging Case, Dual Connect, EQ3 Sound, Black",-45%,"₹3,249₹3,249","1,799.00",White,On Ear,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,Zone 300,,,,,,,,,,
"Logitech Zone 300 Wireless Bluetooth On Ear Headset with Noise-Cancelling Microphone, Compatible with Windows, Mac, Chrome, Linux, iOS, Ipados, Android – White",-13%,"₹8,390₹8,390","7,270.00",Black,In Ear,,,,,,,Zone 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,WE01 - Wired Earphones,,,,,,,,,,,,,,,,,
"amazon basics in-Ear Wired Earphones with 9 mm Dual Drivers, in-Line Mic, Powerful Bass, Noise Isolation, 3.5 mm Audio Jack (Black and Red)",-73%,₹599₹599,164,Black,On Ear,,,,,,,,,,,,,,,,,,,,,"₹1,329.00₹1,329.00",,,30+ ft.,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JLab Go Work Pop On-Ear Wireless Headset, Black, 50+ Hours Playtime, Bluetooth Multipoint, Rotating Boom Mic, Noise Canceling MEMS Microphone, Light-Weight and Portable, for PC/Mac or Mobile",-30%,"₹4,999₹4,999","3,499.00",Blue,In Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MDR-EX14AP Wired in Ear Headphone with Mic (Blue),-54%,"₹1,299₹1,299",599,Black,On Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLab Studio Bluetooth Wireless On-Ear Headphones | 30+ Hour Bluetooth 5 Playtime | EQ3 Sound | Ultra-Plush Faux Leather & Cloud Foam Cushions | Track and Volume Controls | Black,-45%,"₹5,500₹5,500","2,999.00",Blue,,,"Headset x1, User Manual x 1, Software Download Link x 1",China,350 g,Frequency Range: 15Hz - 20KHz,,,,,,,,,,,,,,,,,,,,,,,,18 x 13 x 13 cm; 350 g,,,,,,"G2050 microphone is made of a flexible, jelly-like material that allows you to twist and bend as per your preference and requirement.",,,,,,,,G2050 Blue,,7.1 Surround Shifter,Microphone: 6.0 x 5.0mm,Cable Length: 2.1M ± 0.15,,,,,1.00 count
"Cosmic Byte G2050 RGB 7.1 Surround Sound USB Gaming Headphone for PS5, PC with Software and Gel Microphone (Blue)",-42%,"₹2,599₹2,599","1,499.00",black,On Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HD 25 Lights with 2 sided Cable,,,,,,,,,,,,70 Ohm,,,,,
"SENNHEISER HD 25 Light Closed-Back On-Ear Monitoring Headphones | Lightweight Split Headband | Dynamic Drivers | Dual-Sided Detachable Cable | Ideal for Studio Monitoring, Live Recording & Broadcast",-52%,"₹14,600₹14,600","6,990.00",Black,On Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabra Evolve2 65 Link380a MS Bluetooth Wireless On Ear Headphone with Mic (Black),-17%,"₹34,401₹34,401","28,489.00",Black,Over Ear,,,,,4. Frequency range: 20Hz-20KHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 Ohm,,,,,
"EKSA E900Pro Gaming Wired Over Ear Headphones with Virtual 7.1 Surround Sound, Noise Cancelling with Mic & Led, Compatible with PC, PS4, PS5, Xbox One",-34%,₹18.23₹18.23,"3,280.00",Black,In Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 Hours,,,,,,,,,,,,,,,,,
"amazon basics True Wireless in-Ear Earbuds with Mic, Low-Latency Gaming Mode, Touch Control, IPX5 Water-Resistance, Bluetooth 5.3, Up to 60 Hours Play Time, Voice Assistance and Fast Charging (Black)",-76%,"₹2,499₹2,499",599,Black,In Ear,,,,,,,,,,,,,,,,,,,,,4.54.5 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,3 Ohm,,,,,
"Huawei FreeBuds SE 2, 40-Hour Battery Life, Compact and Comfortable to Grip, 3 Hours of Music Playback on a 10-Minute Charge, IP54 Dust & Splash Resistance, Robust Bluetooth 5.3 Connections",-33%,"₹1,49,950.00₹1,49,950.00","2,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
