Product_Name,Selling_Price,MRP,Discount,Noise_Control,Sensitivity,Headphones_Jack,Model_Name,Connectivity_Technology,Wireless_Communication_Technology,Included_Components,Material,Specific_Uses_For_Product,Charging_Time,Compatible_Devices,Item_Weight,Water_Resistance_Level,Net_Quantity,Style,Control_Method,Number_of_Items,Battery_Life,Audio_Driver_Type,Bluetooth_Version,Audio_Driver_Size,Earpiece_Shape,Special_Features,Manufacturer,Model,Product_Dimensions,Item_Model_Number,Batteries,Batteries_Required,Country_of_Origin,Noise Control,Headphones Jack,Model Name,Connectivity Technology,Wireless Communication Technology,Included Components,Specific Uses For Product,Charging Time,Compatible Devices,Item Weight,Water Resistance Level,Net Quantity,Control Method,Number of Items,Battery Life,Audio Driver Type,Bluetooth Version,Audio Driver Size,Earpiece Shape,Special Feature,Special Features,Product Dimensions,Item model number,Batteries Required,Country of Origin
"Logitech G Pro X Gaming Wired Over Ear Headphones with Mic Blue Voice DTS Headphone:X 2.0, 50Mm Pro-G Drivers, 2.0 Surround Sound for Esports Gaming, Pc/Ps/Xbox/Vr/Nintendo Switch - (Black)","9,999.","₹17,495₹17,495",-43%,,,,,,,,,,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus Tuf Gaming H1 Wired Headset (Discord Certified Mic,7.1 Surround Sound,40Mm Drivers,3.5Mm,Lightweight,for Pc,Switch,Ps4,Ps5,Xbox One,Xbox Series X | S,and Mobile Devices)- Black-Over Ear","3,900.","₹5,500₹5,500",-29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EKSA E7000 Fenrir Gaming Wired On Ear Headset for Xbox One, PS4, PC, PS5, Mobile Devices - Gaming Headphones with Noise Cancelling Microphone, Comfortable Ear Pads, 50 mm Drivers (black green)","1,880.","₹3,199₹3,199",-41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brainwavz Plastic Cradle Large-2PK-Headphone Stand Holder,Universal Hanger for Sennheiser,Sony,Bose,Beats,AKG,Audio-Technica,Gaming Controller,Cables,Gamepad&Other Gaming Accessories Hook",699.,₹349.50₹349.50,-65%,,,,,,,,Plastic,,,,,,,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M.G.R.J® Portable Carrying Case Cover for Audio-Technica Ath-M40X, Ath-M50X / Claw SM50 Professional DJ Wired Over Ear Headphones (Hard|EVA|Black)",349.,₹999₹999,-65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKSA H15 Professional Wired Headphones with mic Computer Headset with Microphone for pc Black,"1,249.","₹3,990₹3,990",-69%,,,,,,,,,,,,,,,,,,,,,,,,"EKSA, EKSA Technologies , China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USB Stereo Headset Durable,"1,749.","₹5,590₹5,590",-69%,,,,,,,,,,,,,,,,,,,,,,,,,AC-5008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eksa H12 Wired Over Ear Headphones with Mic Pc Computer, Wired 3.5Mm Connection, in-Line Control for Volume, Noise Cancelling for Mobile, Laptop, Pc, Business Calls and Call Centre with Clear Chat","1,549.","₹2,699₹2,699",-43%,,,,,,,,,,,,,,,,,,,,,,,,"EKSA, EKSA Technologies , China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon Basics Hard Shell EVA Headphone Carrying Case for Universal Oversized Over-Ear Headset, Shockproof, Water Repellent, Anti-Pressure Portable Protective Pouch/Storage Bag, Black",499.,"₹1,299₹1,299",-62%,,,,,,,,,,,,,,,Hard Shell EVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zebronics Storm Wired On Ear Headphone with 3.5mm Jack, Built-in Microphone for Calling,1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband,Foldable Ear Cups(White)",399.,₹799₹799,-50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.G.R.J® Portable Carrying Case Cover for Boat Rockerz 660/650 / New Launch Rockerz 650 Pro/New Launch Rockerz 551 ANC Pro / 551ANC / 558/560 / 550 Wireless Headphone (Hard|EVA|Black),349.,₹999₹999,-65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newly Launched HiLife Jump 201 Wireless Neckband with Quick Charge, Up to 11H Playback, IPX5 Water Resistance, 1 Year Free Subscription for Hungama Music & Hungama Play",398.,₹0.20₹0.20,-87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cosmic Byte Hades 2.4Ghz Wireless + Bluetooth Headphone, Dual Mode, 20ms Latency, 100Hrs Battery Life, 53mm Driver, ENC Microphone (Black)","4,299.","₹7,999₹7,999",-46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poly (Plantronics) Blackwire 3220 Stereo Headset, On Ear w/Noise-canceling mic, 118g, Connect to Mobile/Tablet via USB-C/A, Lightweight Metal Headband, Dynamic EQ, Hi-Fi Stereo, Black, 9P7X8AA","3,850.","₹6,447₹6,447",-40%,,,,,,,,,,,,,,,2023 Version (USB-C & USB-A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOULWIT Replacement Earpads Cover for Plantronics Voyager Focus B825/1&2 UC, Voyager 4210/4220, Cushions Ear Pads Cover for Poly BlackWire 5200/C5200/5210/C5210/C5220/7225, Backbeat Sense - Black",807.,"₹40,350.00₹40,350.00",-60%,,,,,,,,Leather,,,,,,,,,,,,,,,,SOULWIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 2001-3000 (E-Mail Delivery),349.,₹789₹789,-56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS Buds C10 in Ear Type-C Wired Headphones with in-Line Mic, Metallic Design, Volume Control, 1.2M Cable, 10Mm Driver, (Dark Blue)",299.,₹999₹999,-70%,,,,,,,,,,,,,,,Zeb- Buds C10 (Dark Blue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GadgetBite Headphone Carrying EVA Case Earpads Storage Bag Headphone Pouch Portable Anti-Pressure Compatible with Boat 550/Sony WH C510/Flix X1/Sony CH710n/Hyperx Cloud Cases (SWAN Design),475.,"₹1,649₹1,649",-71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Creative HS-230 USB & 3.5 mm On-Ear Headset with Noise-Cancelling Mic, Inline Mic Mute/Volume Control, Plug-and-Play for Video Calls","1,799.","₹2,599₹2,599",-31%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boAt Bassheads 104 in Ear Wired Earphones(Black),449.,₹999₹999,-55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GEEKRIA Audio Headphone Cable Compatible with Sennheiser HD 620S/599/599SE/598/598SE/560S/400PRO/579/569/505 Replacement Headphones Cable, 3.5mm to 2.5mm Stereo Cord (4 ft/1.2 m)",773.,₹928₹928,-17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iFAST Bluetooth 5.4 Wireless Neckband Earphone | Hi Fi Stereo Sound | Up to 40 Hours Music Playtime |Water and Sweat Proof |ENC Noise Cancellation [ Black ],"1,999.","₹3,999₹3,999",-50%,,,,,,,,,,,,,,,,,,,,,,,,,N17-BK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iFAST Bluetooth 5.4 Wireless Neckband Earphone | Hi Fi Stereo Sound | Up to 40 Hours Music Playtime |Water and Sweat Proof |ENC Noise Cancellation [ Black ],"1,999.","₹3,999₹3,999",-50%,,,,,,,,,,,,,,,,,,,,,,,,,N17-BK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 10001-15000 (E-Mail Delivery),"1,269.","₹2,859₹2,859",-56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YellowCult Lightning Female to USB-C Male Microphone Adapter (Not for Headphone/Data), USB C to Lightning Adapter for Wireless Lavalier Microphone for iPhone 16/15 Plus Pro Max, iPad Pro/Air",249.,₹699₹699,-64%,,,,,,,,,,,,,,,,,,,,,,,,What is Cash/Pay on Delivery?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech H150 Wired On Ear Headphones with Mic (White),"1,319.","₹1,795₹1,795",-27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (White)",549.,"₹1,299₹1,299",-58%,,,,,,,,,,,,,,,,,,,,,,,,Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OOGE Beat 5 Wired in Ear Headphones with Mic & Magnetic Eartips, High Bass (PureTone), Type-C Jack, Inline Control, Premium Metallic Finish, Angled Buds for Comfort fit (Platinum)",319.,₹599₹599,-47%,,,,,,,,,,,,,,,,,,,,,,,,,Beat 5 - TYPE C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GOBOULT Astra Truly Wireless in Ear Earbuds with 48H Playtime, Built-in App Support, 45ms Low Latency Gaming, 4 Mics ENC, Breathing LEDs, 13mm Bass Drivers, TWS Ear Buds, Made in India (Black Gloss)","1,099.","₹3,499₹3,499",-69%,,,,,,,,,,,,,,,,,,,,,,,,What is Cash/Pay on Delivery?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Like Star® Cable Protector Combo – 4 Spiral Cable Wraps + 12 pcs Colorful Cord Protectors for USB, Charger & Headphone Cables – Anti-Fray Wire Organizer Set for Phone, PC, Home & Office (Grey)",175.,₹499₹499,-65%,,,,,,,,Silicone,,,,,,,Grey,,,,,,,,,,Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soundcore P40I By Anker,Noise Cancelling Wireless In Ear Earbuds,Adaptive Noise Cancelling,Heavy Bass,3D Sound,Gaming Mode,60H Playtime,2-In-1 Case And Phone Stand,Ipx5,Wireless Charging","3,499.","₹11,198₹11,198",-69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adcom Sound Master Professional Studio Monitoring DJ Wired Over Ear Headphones with 40mm Drivers, Fashion Design & 2 Detachable Cables (3.5mm & 6.3mm) (Black)","2,515.","₹5,999₹5,999",-58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS Zeb-200HM Wired On Ear Headphone with Mic, Dual 3.5mm Connectors, Adjustable Headband for PC Computers/Laptop (Black)",399.,₹699₹699,-43%,,Connector type Dual 3.5mm jack,,,,,,,,,,,,,Zeb-200HM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iClever Kids Over-Ear Headphones for Girls with Mic, 85/94dB Volume Control, Wired Headphones for Kids, Adjustable Headband, HS14 (Blue Pink)","1,113.",₹48.39₹48.39,-44%,,,,,,,,,,,,,,,,,,,,,,,,,HS14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-M50XBT2LAB Bluetooth Wireless Headphones Over Ear Limited Edition (Black/Blue/Orange),"25,489.","₹25,48,900.00₹25,48,900.00",-35%,,,,,,,,,,,,,,,,,,,,,,,,What is Cash/Pay on Delivery?,ATH-M50xBT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BigPassport Bluetooth Wireless Over-Ear Headset with Mic | Noise-Cancelling Headphones for Skype, Zoom, Online Meetings, Call Center, Office, PC, Laptop – Pro-Air_Bp30 (Black)",956.,"₹2,999₹2,999",-68%,,,,,,,,,,,,,,,,,,,,,,,,,Pro-Air_BP30_Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beyerdynamic DT 990 PRO Over Ear Wired Studio Headphones (Black),"15,999.","₹19,888₹19,888",-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDUS 6.35mm Stereo Male to 3.5mm Female Stereo Jack Headphone Adapter Converter Pack of 2,349.,₹499₹499,-30%,,,,,,,,,,,,,,,,,,,,,,,,CHEEKU TECHNOLOGIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei FreeBuds SE 2, 40-Hour Battery Life, Compact and Comfortable to Grip, 3 Hours of Music Playback on a 10-Minute Charge, IP54 Dust & Splash Resistance, Robust Bluetooth 5.3 Connections","3,637.","₹1,81,850.00₹1,81,850.00",-19%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLY (Plantronics Blackwire 3320 Stereo Headset, On Ear W/Noise-Canceling Mic, 130G, Connect to Mobile/Tablet Via USB-C/A, 180-Degree Pivoting Speakers, Dynamic EQ, Hi-Fi Stereo, Black, 8G0Y9AA","5,694.","₹7,092₹7,092",-20%,,,,,,,,,,,,,,,Teams Certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JLab Go Air Pop True Wireless Ear Buds Small Size - TWS Earbuds, Bluetooth Earphones with 32H Playtime, IPX4 Mini in Ear Headphones, USB Charging Case, Dual Connect, EQ3 Sound, Lilac","1,399.","₹3,249₹3,249",-57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HyperX Cloudx Stinger 2 Core Gaming Headset for Xbox-White (6H9B7Aa),On Ear,Wired Headphones","2,399.","₹4,537₹4,537",-47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIFINE Studio Monitor Headphones for Recording-Over Ear Wired Headphones for Podcast Monitoring, Streaming Comfortable Equipment with Detachable Cables 3.5mm or 6.35mm Jack, Black, on PC/Mixer-H8","2,990.","₹3,990₹3,990",-25%,,,,,,,,Soft Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sennheiser HD 350BT Wireless Headphones, German Design, Upto 30H Battery, Comfortable & Lightweight Over Ear Design, Built-in Mic for Clear Calls, Fast Charging, 2Y Warranty, Black","5,990.","₹8,990₹8,990",-33%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Circle Aura Virtuous Wired Gaming Over Ear USB Headphones, Infinite Holo Mirror 3D RGB for Headband, 7.1 Surround Sound, 2.2 Meter Cable, Flexible mic, Memory Foam Cushioning (Black)","1,949.","₹1,94,900.00₹1,94,900.00",-53%,,,,,,,,,,,,,,,,,,,,,,,,,AURA VIRTUOUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gift Kya De GKD Headphone Stand for Desk Wooden Headphone Holder for Gamers Music Lovers, Portable Desk Organizer with Mobile Phone Stand Compatible with All Headphones Size (Black ecofriendly)",699.,₹99.86₹99.86,-53%,,,,,,,,,,,,,,,,,,,,,,,,,All Phones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JLab Go Air Pop True Wireless Ear Buds Small Size - TWS Earbuds, Bluetooth Earphones with 32H Playtime, IPX4 Mini in Ear Headphones, USB Charging Case, Dual Connect, EQ3 Sound, Lilac","1,399.","₹3,249₹3,249",-57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HyperX Cloudx Stinger 2 Core Gaming Headset for Xbox-White (6H9B7Aa),On Ear,Wired Headphones","2,399.","₹4,537₹4,537",-47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 10001-15000 (E-Mail Delivery),"1,269.","₹2,859₹2,859",-56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLab Studio Bluetooth Wireless On-Ear Headphones | 30+ Hour Bluetooth 5 Playtime | EQ3 Sound | Ultra-Plush Faux Leather & Cloud Foam Cushions | Track and Volume Controls | Black,"2,999.","₹5,500₹5,500",-45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIFINE Studio Monitor Headphones for Recording-Over Ear Wired Headphones for Podcast Monitoring, Streaming Comfortable Equipment with Detachable Cables 3.5mm or 6.35mm Jack, Black, on PC/Mixer-H8","2,990.","₹3,990₹3,990",-25%,,,,,,,,Soft Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sennheiser HD 350BT Wireless Headphones, German Design, Upto 30H Battery, Comfortable & Lightweight Over Ear Design, Built-in Mic for Clear Calls, Fast Charging, 2Y Warranty, Black","5,990.","₹8,990₹8,990",-33%,,,,,,,,,,,,,,,,,,,,,,,,What is Cash/Pay on Delivery?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAG Gamerz Victor RGB Black Over-Ear Gaming Headphone Headset | Soft Ear Cups | 50mm Driver| 3.5mm Audio | 7 Color Breathing RGB with USB | 2m Braided Cable | Adjustable Mic for Calling | Mute Button,"1,499.","₹4,999₹4,999",-70%,,›,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Circle Aura Virtuous Wired Gaming Over Ear USB Headphones, Infinite Holo Mirror 3D RGB for Headband, 7.1 Surround Sound, 2.2 Meter Cable, Flexible mic, Memory Foam Cushioning (Black)","1,949.","₹1,94,900.00₹1,94,900.00",-53%,,,,,,,,,,,,,,,,,,,,,,,,,AURA VIRTUOUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gift Kya De GKD Headphone Stand for Desk Wooden Headphone Holder for Gamers Music Lovers, Portable Desk Organizer with Mobile Phone Stand Compatible with All Headphones Size (Black ecofriendly)",699.,₹99.86₹99.86,-53%,,,,,,,,,,,,,,,,,,,,,,,,,All Phones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon basics in-Ear Wireless Neckband with Mic, Up to 18 Hours Play Time, Bluetooth 5.1, Voice Assistance, Noise Cancellation, IPX4 Water-Resistance, Magnetic Earbuds (Brown)",319.,"₹1,199₹1,199",-73%,,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.G.R.J® Portable Carrying Case Cover for Boat Rockerz 450 Bluetooth On Ear Headphones (Hard|EVA|Black),309.,₹999₹999,-69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VEHOP Hydro RGB Light Wireless Bluetooth Over Ear Gaming Headphone, BT 5.3 with Low Latency Gaming, Upto 20H of Backup, Comfortable Earcups with 40mm Drivers, TF Card with Volume Control.(Black)","1,499.","₹1,499.00₹1,499.00",-70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drumstone 𝟏𝟓 𝐘𝐄𝐀𝐑𝐒 𝐖𝐀𝐑𝐑𝐀𝐍𝐓𝐘 Wireless Bluetooth Headphone Crystal Clear Sound & Good Bass Support FM and SD Card Slot with Music and Calling Control,"1,379.","₹2,999₹2,999",-54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo H210 Wired Gaming Headset with mic, 50mm Audio Drivers, 3.5mm Jack, Noise-canceling Microphone, Memory Foam Cushioning, Compatible for PC, Xbox One, PS 5, Nintendo Switch, Black, GXD1P46880","2,775.","₹7,490₹7,490",-63%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PunnkFunnk Newly Launched Astro Junior BT v5.3 Noise Cancelling Wireless Over-Ear Bluetooth Headphones Hi-Res Audio, 40mm Driver, Deep Bass, Memory Foam Ear Cups, for Kids Teens Adults(Green)","1,784.","₹34,990₹34,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"daWg Headbug G60 Lightweight Wireless Gaming Over Ear Headphones,20Ms Ultra Low Latency(2.4Ghz),Bluetooth V5.4,40Mm Neodymium Drivers,Crystal Clear Mic,Soft Leatherlite Headband,for PS5,PS4,PC,Mobile","7,214.","₹19,990.00₹19,990.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mabron (Special 10 Years Warranty) NewS109 One Ear Bluetooth Earphone Wireless for Mobile Phone Sports Stereo Jogger,Running, Bluetooth Headset Compatible with All Devices",899.,"₹1,999₹1,999",-55%,,,,,,,,,,,,,,,,,,,,,,,,,S109.Headset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boat Rockerz 235 Pro Wireless Bluetooth Neckband in Ear Earphone, Upto 20 hrs of Playtime, Beast Mode, Low Latency, IPX5 Water & Sweat Resistance, ENx Technology, Bluetooth v5.2(Ash Grey)",699.,"₹2,490₹2,490",-72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adcom Striker USB Wired Over-Ear Gaming Headphones, RGB LED, 50mm Drivers, Omni-Directional Mic, Comfortable Design, Breathable Earcups, 3.5mm + USB, 2m Braided Cable, Noise Cancellation Mic (White)","1,588.","₹4,999₹4,999",-68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crysendo Headphone Cushion for Son-y WH-XB700 Headphones | Replacement Ear Cushion Foam Cover Ear Pads Soft Cushion | Protein Leather & Memory Foam (Not for XB450),599.,₹299.50₹299.50,-65%,,,,,,,,Faux Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nitho Spectra Gaming Headset with RGB Light and Microphone, Over-Ear Stereo Headphones for Xbox Series X|S, Xbox One, PS5, PS4, Nintendo Switch, PC, Mobile, 3.5 mm Audio Jack, 50 mm Drivers - Blue",999.,"₹3,399₹3,399",-71%,,,,,,,,,,,,,,,SPECTRA BLUE + PC Adaptor,,,,,,,,,"MTM Industrial, SUITE 820 8/F OCEAN CENTRE HARBOUR, CITY 5, CANTON ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIVO INDIA Headphone Stand Headset Holder with Aluminum Supporting Bar Flexible Headrest ABS Solid Base for All Headphones Size (No Headphones, Only Stand)",279.,₹999₹999,-72%,,,,,,,,"Acrylonitrile Butadiene Styrene (ABS), Aluminium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Klikk Rock On 101 Bluetooth Wireless Over Ear Headphones with Mic, 30 Hours Playback, Aux & Sd Card, Voice Assistant Support with Foldable & Rotatable Compact Design (Rose Gold)","1,984.","₹5,999₹5,999",-67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony WF-C510 Wireless Bluetooth Earbuds with Mic, TWS, in Ear, Ambient Sound Mode, Small and Comfortable, IPX4, Quick Charge, Multipoint Connectivity, Customized EQ, Up to 22 Hours Battery- Black","3,990.","₹8,990₹8,990",-56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EKSA E900Pro Gaming Wired Over Ear Headphones with Virtual 7.1 Surround Sound, Noise Cancelling with Mic & Led, Compatible with PC, PS4, PS5, Xbox One","3,290.",₹18.28₹18.28,-34%,,4. Frequency range: 20Hz-20KHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiaTech Gold Plated 3.5mm Stereo 2 Male to 1 Female Y-Splitter AUX Cable with Separate Headphone/Earphone/Microphone - (33cm) -Round version Black,189.,₹799₹799,-76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Airdopes Ultra Plus TWS in Ear Earbuds with 50 HRS Playback, 4-MIC ENx Technology & ASAP Charge(Sporty Blue)",799.,"₹4,990₹4,990",-84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGREEN Headphone Splitter 3.5mm Audio Stereo Y Splitter Extension Cable Male to Female Dual Headphone Jack Adapter for Earphone Headset Compatible with iPhone Tablet Laptop MP3 Players,848.,"₹4,240.00₹4,240.00",-53%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boAt Bassheads 102 in Ear Wired Earphones with Mic(Charcoal Black),449.,"₹1,290₹1,290",-65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KZ Castor Pro IEM with HD Mic, Dual 10mm Dynamic Driver, Harman Target Improved Bass for Hi-Res Audio Quality, 4 Tuning Switch, Oxygen Free Copper Flat Cable, 0.78mm 2Pin & 3.5mm Plug Compatible","2,045.","₹2,499₹2,499",-18%,,"Harman Target Version: 101-104dB, Harman Target with Improved Bass Version: 100-103dB",,,,,,,,,,,,,With Mic,,,,,,,,,,Castor Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noise Airwave Bluetooth in Ear Neckband with 50H of Playtime, 3 EQ Modes, ENC for Calling, Low Latency(Upto 50ms), 10mm Driver, BT v5.3(Ice Blue)",999.,"₹2,499₹2,499",-60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skullcandy Jib Plus in-Ear Bluetooth Wireless Earbuds with 6 Hours Battery Life, Sound Isolation, Microphone, Volume & Track Control, Splash Resistant – Black",999.,"₹4,599₹4,599",-78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) HP B4B09PA Headphones with Mic,489.,₹699₹699,-30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geekria Shield Headphones Case for On-Ear/Over-Ear Headphones, Replacement Hard Shell Travel Carrying Bag with Cable Storage, Compatible with Soundcore Life Q20i, JBL TourONE M3 (Brown)","1,420.","₹1,705₹1,705",-17%,,,,,,,,,,,,,,,,,,,,,,,,,4.74.7 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HyperX Cloud Stinger 2 Core Gaming Headset for PlayStation-Black (6H9B6Aa),Over Ear,Wired","2,299.","₹3,999₹3,999",-43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
