Product_Name,Discount,MRP,Selling_Price,Brand,Manufacturer,Series,Colour,Form_Factor,Standing_Screen_Display_Size,Screen_Resolution,Resolution,Package_Dimensions,Item_Model_Number,Processor_Brand,Processor_Type,Processor_Speed,Processor_Count,Memory_Technology,Computer_Memory_Type,Maximum_Memory_Supported,Hard_Disk_Description,Hard_Drive_Interface,Graphics_Coprocessor,Graphics_Chipset_Brand,Graphics_Card_Description,Graphics_RAM_Type,Graphics_Card_RAM_Size,Graphics_Card_Interface,Connectivity_Type,Wireless_Type,Number_of_HDMI_Ports,Optical_Drive_Type,Operating_System,Are_Batteries_Included,Lithium_Battery_Energy_Content,Number_of_Lithium_Ion_Cells,Included_Components,Country_of_Origin,Item_Weight
"HP 15 (2025), Celeron 8 GB 256 GB SSD 11 Thin and Light",-52%,"₹46,990₹46,990","22,450.",‎HP,‎HP,‎HP 15,‎Ash Grey,‎Laptop,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎52 x 31.5 x 6.9 cm; 1.5 kg,‎HP 15,‎Intel,‎Celeron N,‎1.1 GHz,‎2,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"HP Pro Book14[New Launch], 13th Gen Intel Core i5-1335U Turbo Boost, 24GB DDR4, 512GB SSD, Win11 Pro, MSO21, 3 Year Warranty, IPS 14"" FHD HDR Laptop, Finger Print, Backlit KB, Metal Body, Anti Virus",-28%,"₹99,000₹99,000","70,950.",‎HP,‎Flextronics Technologies India Pvt Ltd,‎ProBook,‎Silver,‎Business Laptop,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.5 x 31.4 x 6.9 cm; 1.36 kg,‎440 G10,‎Intel,‎Intel Core i5,‎1.3 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎64 GB,‎SSD,,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎GDDR4,,‎Integrated,‎Bluetooth,‎802.11a/b/g/n,,,‎Windows 11 Pro,‎Yes,‎51 Watt Hours,‎3,,,‎1 kg 360 g
"G+ Flash 4-in-1 100W Magnetic Charging Cable with LED Indicator, Self-winding, 480Mbps, 4 Ports (2 Type-C, Type-A, Lightning), 120cm Cord Length, For Laptops, Tablets, & High-power Devices",-50%,"₹1,299₹1,299",649.,‎GM,"‎Imported By GM Modular Pvt Ltd, Imported By GM Modular Pvt Ltd, 18002091215 support@gmmodular.com",,‎GREY,,,,,,‎10GCDC194CCNBFT,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎250 Kilograms
"Certified Thinkpad L490 Business Laptop, IntelCore i5 8th Generation 14-inch Display, Black, 8GB Ram, 256GB SSD, Win 11 OS",-76%,"₹89,990₹89,990","21,990.",‎Generic,‎Generic,‎ThinkL490-8-256,‎Black,‎Notebook,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎38 x 30 x 10 cm; 1.8 kg,‎Thinkpad L490,‎Intel,‎Core i5 8250U,‎1.6 GHz,‎4,‎DDR4,‎DDR4 SDRAM,‎64 GB,‎256.0 Gb Ssd,‎Serial ATA,‎Uhd Graphics,‎Generic,‎Integrated Uhd Graphics,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎802.11a/b/g/n/ac,‎1,‎BD-R,‎Windows 11 Professional,‎No,,,‎Laptop,‎India,‎1 kg 800 g
"Amkette Ergo View Foldable Laptop Stand Metal, Centre Dual Hinge Support, Specially Designed for Heavy laptops with Revited Joints, 7 Adjustable Levels, Anti Slip Silicone Grips (Grey)",-71%,"₹1,499₹1,499",429.,‎Amkette,"‎Allied Electronics & Magnetics Private Limited, Allied Electronics & Magnetics Private Limited C-64/4, Okhla Phase - 2, New Delhi - 110020",,,‎Table Stand,,,,,‎Ergo Fold - Grey,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎250 g
"CLAPONE Premium Metal Laptop Stand Foldable, Aluminum Note Book Stand Portable Any Laptop Stand Adjustable Height/OverHeating Protection Laptops/MacBooks/Table and Many More (Metallic Silver, MLS001)",-41%,₹646₹646,379.,‎CLAPONE,‎SABMILJAYEGA,,,‎Foldable desktop laptop stand,,,,,‎CLAPONE-MLS001,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎30 g
Dell Mobile USB Adapter Speakerphone - MH3021P,-36%,"₹20,499₹20,499","13,159.",,"‎Dell India Pvt. Ltd, Divyasree Greens, Challaghatta Koramangala Inr Ring Road, Varthur Hobli Bangalore Karnataka 560071",‎3021,‎Black,,,,,,‎DELL-MH3021P,,,,,,‎DIMM,,,,,,,,,,,‎802.11n,,,,‎No,‎2.6 Watt Hours,,"‎Dell Mobile Adapter Speakerphone - MH3021P, Pouch, Documentation",‎China,‎0.21 Kilograms
"Brainwavz Adhesive Laptop & Tablet Wall Mount Holder for MacBook, Surface, Notebooks, iPad, Galaxy Tab Note, eBooks, Kindle & More, Stick On Or Screw-in (Black)",-60%,"₹2,499₹2,499",999.,‎Brainwavz,‎BRAINWAVZ,,,,,,,‎12.8 x 9.91 x 4.5 cm; 82 g,‎BWAVZ-TABMNT02-BK,,,,,,,,,,,,,,,,,,,,,,,,,‎Hong Kong,‎82 g
"ASUS TUF A16 (2025), AMD Ryzen 7 7445HS, Gaming Laptop (RTX 4050-6GB/140W TGP/32GB RAM/1TB SSD/FHD+/16""/56Whrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mecha Gray/2.2Kg) FA607NUG-RL191WS",-22%,"₹1,24,990₹1,24,990","97,990.",‎ASUS,"‎ASUS, TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China",‎ASUS TUF Gaming A16,‎Mecha Gray,,‎16 Inches,,‎1920 x 1200 Pixels,‎43.1 x 32.7 x 10.3 cm; 2.2 kg,,‎AMD,‎AMD Ryzen 7,‎3.2 GHz,‎6,‎DDR5,‎DDR5 RAM,‎64 GB,‎SSD,,‎NVIDIA GeForce RTX 4050,‎NVIDIA,‎Integrated,‎GDDR6,,‎Integrated,,,,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎56 Watt Hours,‎4,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎2 kg 200 g
"Acer Aspire AMD Ryzen 5-7430U Processor Laptop with 39.62 cm (15.6"") Full HD LED IPS Display (16GB RAM/512GB SSD/WiFi 6/AMD Graphics/Win11 Home/55Wh) AS15-42, Backlit Keyboard, Pure Silver, 1.79KG",-38%,"₹59,999₹59,999","36,970.",‎acer,"‎Acer, Tech Front Chongqing Computer Co Ltd 18 ZONGBAO ROAD SHAPINGBA DISTRICT Chongqing China 401332",‎Aspire 3,‎Silver,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45.1 x 30.9 x 9.9 cm; 1.79 kg,‎AS15-42,‎AMD,‎Ryzen 5,‎2.3 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎AMD Radeon R5,‎AMD,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11ax,,,‎Windows 11 Home,‎Yes,‎55 Watt Hours,‎2,"‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",,‎1 kg 790 g
"HP 14, 13th Gen Intel Core i5-1335U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.4kg), Anti-Glare, IPS, 14-inch(35.6cm) FHD Laptop, Intel Iris Xe Graphics, FHD Camera, Backlit KB, gr0001TU",-38%,"₹85,000₹85,000","52,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎14-gr0001TU,‎Silver-13th Gen i5,‎laptop,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45 x 30.8 x 6.9 cm; 1.4 kg,‎A47CWPA,‎Intel,‎Core i5,‎4.6 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,,,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,,,,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",,‎1 kg 400 g
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.59kg, Intel UHD Graphics, 1080p FHD Camera, 15-fd0006TU/fd0186tu",-26%,"₹48,419₹48,419","35,990.",‎HP,"‎HP, SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China",‎HP Laptop,‎Silver,‎Ultra-Portable,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎91Q92PA,‎Intel,‎Core i3,‎4.5 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎USB-C,‎Intel,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",‎China,‎2 kg 430 g
"ASUS Vivobook Go 15, Intel Celeron N4500, Fingerprint Sensor (Intel HD iGPU/8GB RAM/512GB SSD/FHD/15.6""/60Hz/42WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Star Black/1.57 kg) E510KA-EJ9011WS",-37%,"₹37,990₹37,990","23,990.",‎ASUS,"‎ASUS, TECH FRONT (CHONGQING) COMPUTER CO. LTD. NO. 18, ZONGBAO ROAD, SHAPINGBA DISTRICT CHONGQING, CHINA",‎ASUS Vivobook Go 15,‎Star Black,‎vivobook,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎46.29 x 28.9 x 6.4 cm; 1.57 kg,‎E510KA-EJ9011WS,‎Intel,‎Celeron N,‎1.1 GHz,‎2,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎USB,‎Intel HD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,‎802.11ac,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 570 g
HP 15 Celeron 8 GB/512 GB Thin and Light,-52%,"₹50,990₹50,990","24,300.",‎HP,‎HP,‎HP 15,‎Ash Grey,‎Laptop,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎35.9 x 23.5 x 1.8 cm; 1.5 kg,‎HP 15,‎Intel,‎Celeron N,‎1.1 GHz,‎2,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"Sword 16 HX, Intel 14th Gen. i7-14700HX, 41CM 16:10 FHD+ 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4050, GDDR6 6GB /Cosmos Gray/2.3Kg), 14VEKG-210IN",-29%,"₹1,39,990₹1,39,990","99,990.",‎MSI,"‎MICRO-STAR INTERNATIONAL CO., LTDNo.88, East Qianjin Road Kunshan City Jiangsu China, MSI",‎Sword 16 HX,‎Cosmos Gray,‎Laptop,‎41 Centimetres,‎1920 x 1200 pixels,‎1920 x 1200 pixels,,‎14VEKG-210IN,‎Intel,‎Intel Core i7,‎1.5 GHz,‎1,‎DDR5,‎DDR5 RAM,‎96 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 4050,‎NVIDIA,‎Dedicated,‎GDDR6,,‎PCI Express,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎53.5 Watt Hours,‎4,‎Laptop,‎China,‎4 kg 860 g
"HP 14 (2025), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.4 kg/MS Office 2021",-57%,"₹76,990₹76,990","33,200.",‎HP,‎HP,‎HP 14,‎Ash Grey,‎Laptop,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎32.3 x 22.1 x 1.5 cm; 1.5 kg,‎HP 14,‎Intel,‎Core i3,‎4.5 GHz,‎6,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Home,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"Lenovo 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MSO 2021",-38%,"₹55,000₹55,000","34,200.",‎Lenovo,‎Lenovo,‎Lenovo 14,‎Iron Grey,‎Laptop,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎32.3 x 22.1 x 1.8 cm; 1.4 kg,‎Lenovo 14,‎Intel,‎Core i3,‎4.5 GHz,‎6,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎38 Watt Hours,‎2,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 400 g
"Portronics Clean N 19 in 1 Smart Gadget Cleaning Kit for Smartphones, Tablets, Laptops, Earbuds(White)",-70%,"₹1,499₹1,499",449.,‎Portronics,"‎Portronics, Portronics Digital Pvt Ltd, B-76, Wazirpur Industrial area, Wazirpur, New Delhi, Delhi, 110052",,,,,,,,‎Portronics_13,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎100 g
"Portronics Twister Metal Laptop Stand with Rotation Base, Angle & Height Adjustable, Improves Air Flow, Metal Alloy Build, 10 KG Max Weight for Laptops (Grey)",-57%,"₹2,999₹2,999","1,299.",‎Portronics,"‎Portronics Digital Pvt ltd Contact - help@portronics.com, +91 9555-245-245 First Floor Property No D 8 Upper Basement Sector 8 Noida Uttar Pradesh 201301, Portronics Digital Pvt. Ltd.",‎Portable Laptop Stand,‎Silver,‎Tabletop,,,,,‎POR-2638,,,,,,,,,,,,,,,,,,,,,,,,"‎Laptop Stand 1 N, Spanner 1 N, User Documentation 1 N",‎China,‎1 kg 600 g
"ASUS Gaming V16 (2025) 14th Gen,Intel Core 5 210H Gaming Laptop (RTX 4050-6GB/16GB RAM/512GB SSD/Windows 11 Home/16/144Hz/M365*/Office Home 2024,Matte Black,1.95 Kg),V3607VU-RP550WS",-29%,"₹1,07,990₹1,07,990","76,790.",‎ASUS,"‎ASUS, INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331",‎ASUS Vivobook 16,‎Black | Core 5 210H,‎gaming,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎48.79 x 31.6 x 6.5 cm; 1.95 kg,‎V3607VU-RP550WS,‎Intel,‎Intel Core 5,‎2.2 GHz,‎8,‎DDR5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 4050,‎Intel,‎Integrated,‎GDDR6,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎63 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",,‎1 kg 950 g
"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fy5004TU",-16%,"₹45,000₹45,000","37,900.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,"‎Natural Silver , 16GB Ram",‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎15s-fy5004TU,‎Intel,‎Core i3 Family,‎4.4 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎VRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",,‎1 kg 690 g
"Lenovo IdeaPad Slim 3 AMD Ryzen 7 8840HS 15.3 inch (38.8cm) WUXGA IPS AI PC Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg), 83KA0048IN",-24%,"₹85,390₹85,390","65,190.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad Slim 3,‎Luna Grey,‎Thin & Light,‎15.3 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎47.4 x 31 x 7.5 cm; 1.59 kg,‎15AHP10,‎AMD,‎AMD Ryzen 7,‎3.3 GHz,‎8,‎DDR5,‎DDR5 RAM,‎24 GB,‎SSD,‎PCIE x 4,‎Integrated AMD Radeon 780M Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎50 Watt Hours,‎4,"‎Laptop, Power Adapter, User guide",‎China,‎1 kg 590 g
"HP Pavilion Plus, 13th Gen Intel Core i5-1335U Laptop (16GB DDR5, 512GB SSD) IPS WUXGA Anti-Glare, 14""/35.6cm, Win 11, Office 21, Silver, 1.44kg, Intel Iris Xe Graphics, 5MP IR Camera, ew0116TU",-16%,"₹82,929₹82,929","69,490.",‎HP,"‎HP, SG68- Wistron Wistron Infocomm ( Chongqing) Co.Ltd., No.18-9, Baohong Avenue, Wangjia Sub-District, Yubei District, Chongqing (China)",‎HP Laptop,‎Silver,‎Laptop,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎9U100PA,‎Intel,‎Core i5,‎4.6 GHz,‎10,‎Lpddr 5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎DDR5 SDRAM,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,,‎Windows 11 Home,‎Yes,‎51 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",‎China,‎2 kg 160 g
"ASUS Vivobook 15, 15.6"" FHD (1920 x 1080), Intel Core i5-1334U, (16GB RAM/512GB SSD/Intel Iris Xᵉ/Win 11/M365 Basic (1Year)*/Office Home 2024/Backlit Keyboard/Quiet Blue/1.70 kg), X1504VA-NJ2217WS",-34%,"₹70,990₹70,990","46,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook 14,"‎15"" | Quiet Blue",‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48 x 28.8 x 6.8 cm; 1.7 kg,‎X1504VA-NJ2217WS,‎Intel,‎Core i5,‎1.3 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",,‎1 kg 700 g
"Lapcare Lapcam HD 720M P, Noise Isolated Microphone with Computer HD stremaing Web cam for Desktop & Laptop with mic with Wide Angle Lens & Large Sensor for Superior Low Light, Optical (Black)",-70%,"₹2,749₹2,749",829.,‎Lapcare,"‎Lapcare, Lapcare",‎Lapcam HD,‎Black,‎Laptop,,,‎1270* 720,,‎LKWCAM7298,,,,,,,,,,,,,,,,,,,,,,,,‎USB Cable,‎China,‎200 g
"ABRALE Surface Pro Charger 65 W, Microsoft Surface Pro Laptop/Tablet Charger, Compatible for Surface Pro 10/9/8/7/6/5/4/3/X, Surface Book, Surface Go/3/2/1 Adapter",-58%,"₹2,08,900.00₹2,08,900.00","2,089.",‎ABRALE,"‎ABRALE, VNJ ACCESSORIES",,,,,,,,‎65W,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎100 g
Inkykart DSGN 120 Full Body Laptop Skin Bubble-Free| Laminated| Removable| HD Quality Sticker for Laptops Upto 15.6 Inches Compatible with Hp/Dell/Acer/Lenovo/Asus etc.,-53%,₹599₹599,279.,‎Inkykart,"‎Galaxsia II galaxy.designslko@gmail.com, Inkykart",,,,,,,,‎CMN 120,,,,,,,,,,,,,,,,,,,,,,,,,,‎60 g
"HP Professional 15 (2025), Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Backlit/Turbo Silver/1.5 kg/MSO 2021",-46%,"₹98,990₹98,990","53,490.",‎HP,‎HP,‎HP 15,‎Turbo Silver,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎S77175731,‎Intel,‎Core i5,‎4.6 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,"‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"ASUS Vivobook Go 15, AMD Ryzen 5 7520U Thin & Light Laptop(AMD Radeon iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mixed Black/1.63 Kg) E1504FA-NJ5542WS",-32%,"₹55,990₹55,990","37,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎Vivobook Go 15,‎Black | 16GB MSO 24,,‎15.6 Inches,,‎1920 x 1080 Pixels,‎48 x 28.9 x 6.6 cm; 1.63 kg,‎E1504FA-NJ5542WS,‎AMD,‎Ryzen 5,‎2.8 GHz,‎4,‎DDR5,,‎16 GB,‎SSD,,‎AMD Radeon™ Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,,,,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",,‎1 kg 630 g
"Ambrane Extension Board, 4 Type C, 2 USB, 5 International Power Sockets, 2500W Output, Long Cable, Wall Mount Option, Supports Laptop Charging for Office, Home Appliances (SmartStrip 2 Pro, Black)",-48%,"₹2,499₹2,499","1,299.",,‎Ambrane/Care@ambraneindia.com,,‎Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎412 g
"Ienovo ThinkPad T590 Touch 15.6"" FHD (1920x1080) IPS 250nits Anti-Glare Display- InteI Core i7-8565U Processor, 16GB RAM-512GB - Win 10 (Refab)",-41%,"₹45,995₹45,995","26,995.",‎Generic,‎InteI,‎ThinkPad,‎Black,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎T590,‎Intel,‎Core i7-8665U,‎1.6 GHz,‎4,‎DDR4,‎SODIMM,‎16 GB,‎SSD,‎Solid State,‎InteI UHD Graphics 620,‎InteI,‎Integrated,‎GDDR4,,‎PCI Express,‎Bluetooth,‎802.11ac,‎1,‎No Optical Drive,‎Windows 10,,‎57 Watt Hours,‎3,‎laptop,‎China,‎1 kg 760 g
HP M290 Wireless Mouse (AB3C7AA),-63%,"₹1,199₹1,199",449.,‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP M290,‎Black,,,,,,‎AB3C7AA,,,,,,,,,,,,,,,,,,,,"‎Mac OS, Windows",‎No,,,,‎China,‎90 g
"Acer Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (24 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Laptop/15.6"" FHD IPS Display/Metal Body/Silver/1.5 Kg/MSO 2021/3 Years Warranty",-62%,"₹84,500₹84,500","32,050.",‎acer,‎Acer,‎Aspire 3,‎Silver,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎36.04 x 23.93 x 1.99 cm; 1.5 kg,‎A325-53,‎Intel,‎Core i3,‎3.3 GHz,‎5,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,,‎55.2 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"HP Victus, 13th Gen Intel Core i5-13420H, 6GB RTX 4050 Gaming Laptop (16GB DDR4, 512GB SSD) 144Hz, IPS, 15.6""/39.6cm, Flicker-Free, Win 11, Office 21, Mica Silver, 2.29kg, Enhanced Cooling, fa1279TX",-25%,"₹96,064₹96,064","72,490.",‎HP,"‎HP, SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China",‎HP Laptop,‎Mica Silver,‎Laptop,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52 x 31.1 x 6.9 cm; 2.37 kg,‎HP Victus,‎Intel,‎Core i5,‎4.6 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 4050,‎Intel,‎Dedicated,‎GDDR6,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ac, Bluetooth",‎1,,‎Windows 11 Home,‎Yes,‎70 Watt Hours,‎4,"‎Laptop, Charger, User Manual",‎China,‎2 kg 370 g
