Product_Name,Discount,MRP,Selling_Price,Brand,Manufacturer,Series,Colour,Form_Factor,Standing_Screen_Display_Size,Screen_Resolution,Resolution,Package_Dimensions,Item_Model_Number,Processor_Brand,Processor_Type,Processor_Speed,Processor_Count,Memory_Technology,Computer_Memory_Type,Maximum_Memory_Supported,Hard_Disk_Description,Hard_Drive_Interface,Graphics_Coprocessor,Graphics_Chipset_Brand,Graphics_Card_Description,Graphics_RAM_Type,Graphics_Card_RAM_Size,Graphics_Card_Interface,Connectivity_Type,Wireless_Type,Number_of_HDMI_Ports,Optical_Drive_Type,Operating_System,Are_Batteries_Included,Lithium_Battery_Energy_Content,Number_of_Lithium_Ion_Cells,Included_Components,Country_of_Origin,Item_Weight
"Lenovo Ideapad 1 N4500 15.6 Inch (39.6Cm) HD Laptop (8GB RAM/512GB SSD/Windows 11/Intel/3 Month Game Pass/Grey/1.55Kg), 82LX00F7IN",-30%,"₹36,590₹36,590","25,490.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad 1,‎Cloud Grey,‎Thin & Light,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎53.1 x 33.4 x 8.7 cm; 1.55 kg,‎15IJL7,‎Intel,‎Celeron,‎1.1 GHz,‎2,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎PCIE x 4,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎4,"‎Laptop, Power Adapter, User guide",‎China,‎1 kg 550 g
"ASUS Vivobook 15,13th Gen,Intel Core i5-13420H(Intel UHD iGPU/16GB RAM/1TB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.70 kg) X1502VA-BQ1297WS",-32%,"₹75,990₹75,990","51,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook 15,‎Quiet Blue,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.6 x 29 x 6.7 cm; 1.5 kg,‎X1502VA-BQ1297WS,‎Intel,‎Core i5,‎2.1 GHz,‎6,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 500 g
"Walker Best Student & Office Work Laptop|Thin & Light|15.6"" 1920 * 1080 Resolution FHD IPS Display |8GB RAM,256 GB SSD|Intel Celeron Processor N4020 | Windows 11 Home |Silver",-59%,"₹39,990₹39,990","16,490.",‎Walker,"‎Babosa Industrial park, Mumbai-Nashik Highway NH3, Saravali Village, Bhiwandi, Thane-421302, Maharashtra, India, Panache Digilife Limited",‎Pro,‎Silver,‎Netbook,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎42.5 x 33.6 x 8.8 cm; 1.6 kg,‎NU15A1,‎Intel,‎Celeron N4020,‎2.8 GHz,‎1,‎LPDDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎Solid State,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, NFC, Wi-Fi",‎Bluetooth,‎1,‎BD-ROM,‎Windows 11 Home,‎Yes,‎7500 Milliampere Hour (mAh),‎2,"‎Laptop, AC Adaptor, User Guide",‎India,‎1 kg 600 g
"HP Smartchoice Victus, 13th Gen i7-13620H, 6GB RTX 4050, 16GB DDR4(Upgradeable) 512GB SSD, 144Hz, 300nits, FHD, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.3kg, fa2100TX/2103tx, Gaming Laptop",-13%,"₹1,00,594₹1,00,594","87,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Gaming Laptop,‎Mica Silver,‎Netbook,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52.2 x 33.79 x 6.9 cm; 2.29 kg,‎C25VTPA,‎Intel,‎Intel Core i7,‎4.9 GHz,‎1,‎DDR4,‎VRAM,‎16 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 4050 6 GB,‎Intel,‎Dedicated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎70 Watt Hours,‎4,"‎Laptop, Power Adapter, User manual",‎China,‎2 kg 290 g
"acer Travel Lite 14[New Launch], AMD Ryzen 3-7330U, 16GB RAM, 512GB SSD, 14inch Full HD, UHD Graphics, Premium Metal Body, Windows 11 Pro, MSO 21, 1.34KG, TL14-42M, Thin & Light Laptop",-24%,"₹39,999₹39,999","30,300.",‎acer,‎Kapok Computer CO. LTD,‎Travel Lite,‎Silver,‎Notebook,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎46.6 x 29.1 x 8.5 cm; 1.34 kg,‎TL14-42M,‎AMD,‎Ryzen 3,‎2.3 GHz,‎4,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎USB,‎AMD Redeon,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Bluetooth,‎802.11ax,‎1,,‎Windows 11 Pro,‎Yes,‎36 Watt Hours,‎3,‎Adapter,‎India,‎1 kg 340 g
"Acer Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Laptop/15.6"" FHD IPS Display/Metal Body/Silver/1.5 Kg/MSO 2021/3 Years Warranty",-24%,"₹39,990₹39,990","30,250.",‎acer,‎Acer,‎Aspire 3,‎Silver,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎36 x 23 x 1.6 cm; 1.5 kg,‎A325-53,‎Intel,‎Core i3,‎3.3 GHz,‎5,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,,‎55.2 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"OnePlus Pad Go 28.85Cm 2.4K 7:5 Ratio Readfit Eye Care LCD Display, Dolby Atmos Quad Speakers, Wi-Fi Connectivity Tablet, 8GB RAM 128 GB Storage Expandable Up-to 1TB Asin, Green",-15%,"₹19,999₹19,999","16,999.",‎OnePlus,"‎ONEPLUS TECHNOLOGY (SHENZHEN) CO., LTD. 18C02, 18C03, 18C04 AND 18C05, SHUM YIP TERRA BUILDING, BINHEAVENUE NORTH, FULIAN DISTRICT, SHENZHEN, GUANGDONG, P.R.CHINA 518000, OnePlus Technology (Shenzhen) Co. Ltd.",,,,‎11.35 Inches,‎2.4k,‎2.4k,,‎‎OPD2305,‎MediaTek,,"‎2.0, 2.2 GHz",,,‎DDR4 SDRAM,,,,,,‎Integrated,,,,,‎802.11b,,,‎OxygenOS 13.2,,,,,‎China,‎560 g
"Apple 2024 MacBook Pro Laptop with M4 Pro chip with 12‑core CPU and 16‑core GPU: Built for Apple Intelligence, (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 512GB SSD Storage; Space Black",,"₹1,301.00₹1,301.00","1,87,990.",‎Apple,"‎Apple, Apple",‎MacBook Pro,‎Space Black,,‎14 Inches,,‎3024-by-1964 native resolution at 254 pixels per inch Pixels Per Inch,‎40.2 x 30.4 x 9.7 cm; 1.6 kg,‎MX2H3HN/A,‎Apple,‎Apple M4,‎0.01 GHz,‎12,"‎Unified Memory, Unified Memory, Unified Memory",,‎24 GB,‎SSD,,,‎Apple,‎Integrated,‎GDDR4,,‎Integrated,,,,,‎Mac OS,‎Yes,‎72.6 Watt Hours,‎6,"‎14-inch MacBook Pro 1N, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2m) 1N",,‎1 kg 600 g
"HP Victus, AMD Ryzen 7 7445HS, 6GB RTX 4050, 16GB DDR5(Upgradeable) 512GB SSD, 144Hz, IPS, 300nits, FHD, 15.6''/39.6cm, Win11, M365* Office24, Blue, 2.29kg, fb3118AX, Backlit, DTS Audio, Gaming Laptop",-11%,"₹94,746₹94,746","83,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Peformance Blue,‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52.2 x 31.3 x 6.9 cm; 2.29 kg,‎BT6D0PA,‎AMD,‎Ryzen 7,‎4.7 GHz,‎1,‎DDR5,‎VRAM,‎16 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 4050,‎AMD,‎Dedicated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎70 Watt Hours,‎4,"‎Laptop, Power Adapter, User manual",‎China,‎2 kg 290 g
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty, 83CRA01SIN",-60%,"₹1,12,999₹1,12,999","44,989.",‎Lenovo,"‎LCFC (HeFei) Electronics Technology Co., Ltd. No.3188-1, Yungu Road, Economics and Technology Development District, Hefei, Anhui-230601, China, Lenovo",‎Lenovo V15,‎Iron Grey,‎Ultra-Portable,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.7 x 30.8 x 6.7 cm; 1.65 kg,‎V15,‎AMD,‎Ryzen 7,‎2 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎AMD Radeon graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎5.8 GHz Radio Frequency,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎38 Watt Hours,‎2,"‎Laptop, Power Adapter, User Guide",‎China,‎1 kg 650 g
"HP AMD Ryzen 3 16 512 15.6"" Display",-36%,"₹45,000₹45,000","28,990.",‎HP,‎HP,‎HP 15,‎Turbo Silver,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎32.4 x 22.5 x 1.8 cm; 1.5 kg,‎HP 15,‎AMD,‎Ryzen 3,‎2.4 GHz,‎4,‎Lpddr 5,‎DDR5 RAM,‎16 GB,‎SSD,‎Solid State,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,‎Yes,‎41 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN",-44%,"₹42,032₹42,032","23,480.",‎Lenovo,"‎LCFC (HeFei) Electronics Technology Co., Ltd. No.3188-1, Yungu Road, Economics and Technology Development District, Hefei, Anhui-230601, China, Lenovo",,‎Yes,‎laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1080p,,‎Lenovo V15 G2 Ijl,‎Intel,‎Celeron N,‎1.1,‎1,‎DDR4,‎DDR4 SDRAM,,‎SSD,‎USB 3.2,‎Intel UHD Graphics 600,,‎Integrated,‎Shared,,‎Integrated,,‎Bluetooth,,‎No Optical Drive,‎Windows 11 Home,,,,,‎China,‎1 kg 700 g
"MSI Katana A17 AI, AMD 8th Gen. Ryzen 9 8945HS,Built-in AI, 44CM Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Black/2.6Kg), B8VE-884IN",-28%,"₹1,29,990₹1,29,990","93,990.",‎MSI,"‎MICRO-STAR INTERNATIONAL CO., LTDNo.88, East Qianjin Road Kunshan City Jiangsu China, MSI",‎Katana A17 AI,‎Black,‎Standard Laptop,‎44 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎426230,‎AMD,‎Ryzen 9,‎4 GHz,‎1,‎DDR5,‎DDR5 RAM,‎64 GB,‎SSD,‎PCIE x 4,‎NVIDIA GeForce RTX 4050,‎Intel,‎Dedicated,‎GDDR6,,‎PCI Express,‎Wi-Fi,‎802.11ax,‎1,,‎Windows 11 Home,‎Yes,‎53.5 Watt Hours,‎3,‎Laptop,‎China,‎4 kg 650 g
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6' FHD, Win11,MS Office Home21, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU / fd0129TU",-27%,"₹50,903₹50,903","36,990.",‎HP,"‎HP, Techfront China",‎HP Laptop,‎Silver,‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52 x 31 x 6.8 cm; 1.59 kg,‎fd0569TU,‎Intel,‎Core i3 Family,‎4.5 GHz,‎1,‎DDR4,‎DDR5 RAM,‎8 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User manual",,‎1 kg 590 g
"Portronics Swipe 2 Screen Cleaner & Duster with Refillable Spray Bottle, Chemical Free for Monitors & Laptop Screen, Smartphones & Tablets(Blue)",-75%,₹399₹399,99.,‎Portronics,"‎Portronics Digital Pvt Ltd., ‎Portronics, Portronics Digital Pvt Ltd, Unit No. 1082-1090, 10th Floor, Block-B, Vegas, Dwarka, Sec-14, New Delhi-110075, 9555-245-245",,,,,,,,‎POR-1899,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎50 g
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port",-39%,"₹82,789₹82,789","50,445.",‎Samsung,"‎Nanchang Huaqin Electronic Technology Co., Ltd. At : NO.2999, TIANXIANG AVENUE, HI-TECH DEVELOPMENT ZONE, NANCHANG CITY, JIANGXI PROVINCE, P.R.CHINA, Samsung",‎Samsung Galaxy Book4,‎Gray,‎Ultra-Portable,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎NP750XGJ-KG2IN,‎Intel,‎Intel Core i5,‎1.3 GHz,‎1,‎LPDDR4X,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Home,‎Yes,‎54 Watt Hours,‎4,"‎Notebook,45W Charger,Data Cable(USB-C to C, 1.8m),Quick Start Guide,,",,‎1 kg 550 g
Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 15” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 256GB SSD - Platinum - ZHG-00023,-6%,"₹1,45,999₹1,45,999","1,37,004.",‎Microsoft,"‎Maintek Computer (Suzhou) Co. Ltd. 233 Jingfeng Rd. Suzhou New District, Jiangsu Province China 215011, Microsoft",‎Surface Laptop,‎Platinum,‎touchscreen,‎15 Inches,‎2496 x 1664 pixels,‎2496 x 1664 pixels,‎35.1 x 25.9 x 5.4 cm; 1.66 kg,‎ZHG-00023,‎Qualcomm,‎Snapdragon,‎3.4 GHz,‎1,‎LPDDR5x,‎DDR5 RAM,‎16 GB,‎SSD,‎Solid State,,‎Qualcomm,‎Integrated,‎DDR5 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎66 Watt Hours,‎6,"‎Manual Book, PSU, Power Adopter, QSG, Safety and Warranty documents",‎China,‎1 kg 660 g
"ASUS Vivobook 15, AMD Ryzen 7 5825U (AMD Radeon iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.7 Kg) M1502YA-BQ702WS",-28%,"₹57,990₹57,990","41,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook 15,‎Silver | R7 5825U,‎Vivobook,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.5 x 29.4 x 6.6 cm; 1.7 kg,‎M1502YA-BQ702WS,‎AMD,‎Ryzen 7,‎2 GHz,‎8,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎USB,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 700 g
"Acer Aspire, AMD Ryzen 7-7730U, 16GB RAM, 1TB SSD, Full HD 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.79KG, AS15-42, WiFi 6, AMD Graphics, Backlit Keyboard, 55Wh Battery Laptop",-48%,"₹79,990₹79,990","41,970.",‎acer,"‎Acer, Tech Front Chongqing Computer Co Ltd 18 ZONGBAO ROAD SHAPINGBA DISTRICT Chongqing China 401332",‎Aspire 3,‎Silver,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45.6 x 31.3 x 9.6 cm; 1.79 kg,‎AS15-42,‎AMD,‎Ryzen 7,‎2 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎AMD Radeon R7,‎AMD,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11ax,‎1,,‎Windows 11 Home,‎Yes,‎55 Watt Hours,‎2,"‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",,‎1 kg 790 g
"Acer Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (24 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Laptop/15.6"" FHD IPS Display/Metal Body/Silver/1.5 Kg/MSO 2021/3 Years Warranty",-30%,"₹45,990₹45,990","32,150.",‎acer,‎Acer,‎Aspire 3,‎Silver,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎36.04 x 23.93 x 1.99 cm; 1.5 kg,‎A325-53,‎Intel,‎Core i3,‎3.3 GHz,‎5,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,,‎55.2 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"Acer Nitro Lite 16, Intel Core i5-13420H Processor,NVIDIA GeForce RTX 3050-6 GB GDDR6, 16GB/ 512 GB, 16.0""/40.64 cm, 165 Hz, Win 11 Home, White, 1.95 kg, NL16-71G, Backlit KB,Gaming Laptop",-22%,"₹84,999₹84,999","65,999.",‎Acer,"‎Acer, Dongguan Huabei Electronic And Technology Co. Ltd (Huaqin Telecom Hong Kong Limited)",‎NITRO LITE 16,‎White,‎Ultra-Portable,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎47.75 x 42.42 x 8.13 cm; 1.95 kg,‎NL16-71G,‎Intel,‎Intel Core i5,‎2.1 GHz,‎1,‎DDR5,‎GDDR6,‎16 GB,‎SSD,‎Solid State,‎NVIDIA GeForce RTX 3050,‎Intel,‎Dedicated,‎GDDR6,,‎AGP,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎53 Watt Hours,,"‎‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",‎China,‎1 kg 950 g
"ASUS TUF F16,14th Gen,Intel Core i7 14650HX,Gaming Laptop(RTX 5070-8GB/115W TGP/32GB/1TB /2.5K QHD+/16""/165Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Jaeger Gray/2.2 Kg)FX688JPR-QT043WS",-17%,"₹2,15,990₹2,15,990","1,79,990.",‎ASUS,"‎ASUS, INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331 JIANGSU, CHINA-215300",‎ASUS TUF Gaming F16,‎Jaeger Gray,‎Clamshell,‎16 Inches,‎2560 x 1600 pixels,‎2560 x 1600 pixels,‎42.9 x 32.79 x 10.4 cm; 2.2 kg,‎FX688JPR-QT043WS,‎Intel,‎Intel Core i7,‎2.2 GHz,‎16,‎DDR5,‎DDR5 RAM,‎64 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 5070,‎NVIDIA,‎Dedicated,‎GDDR7,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎90 Watt Hours,‎4,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎2 kg 200 g
"Lenovo LOQ, Intel Core i7 13th Gen 13650HX, NVIDIA RTX 4060 8GB, 24GB RAM, 512GB SSD, 15.6""(39.6cm), Windows 11, Office Home 2024, Grey, 2.4Kg, 83DV00X8IN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop",-31%,"₹1,45,790₹1,45,790","1,00,690.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎LOQ,‎Luna Grey,‎Gaming Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎54.4 x 35.9 x 8.7 cm; 2.38 kg,‎15IRX9,‎Intel,‎Core i7,‎2.6 GHz,‎14,‎DDR5,‎DDR5 RAM,‎32 GB,‎SSD,‎PCIE x 4,‎NVIDIA RTX 4060,‎NVIDIA,‎Dedicated,‎Shared,,‎PCI Express,‎Wi-Fi,"‎802.11ax, Bluetooth",‎1,‎Not Available,‎Windows 11 Home,‎Yes,‎60 Watt Hours,‎4,"‎Laptop, Power Adapter, User Guide",‎China,‎2 kg 380 g
"PLIXIO Adjustable Laptop Stand with 360° Rotating Base Tabletop Ergonomic Foldable Portable Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Sliver) (A06)",-67%,"₹3,99,900.00₹3,99,900.00","3,999.",‎PLIXIO,‎PLIXIO,,,‎Table Stand,,,,,‎A06,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎750 g
"HP 15 (Fingerprint, Metal ID,Backlit KB Laptop) Intel 13th Gen Core i5-1334U (16GB DDR4 Ram,512GB SSD) 15.6''/39.6cm,FHD,Win11, M365 Basic(1yr),Office Home24,Silver,1.59kg,Iris Xe,FHD Camera hr0008TU",-7%,"₹59,000₹59,000","55,000.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Silver,‎Netbook,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎HP Laptop,‎Intel,‎Core i5,‎4.6 GHz,‎6,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB-C,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎45 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",,‎1 kg 700 g
"Lenovo IdeaPad Slim 3, Intel Core i3, 12th Gen, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, Office Home 2024, Arctic Grey, 1.63Kg, 82RK01ABIN, Intel UHD Graphics, 1Yr ADP Free Laptop",-45%,"₹58,390₹58,390","31,990.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad 3 15IAU7,"‎i3-12th Gen | 15""",‎Ultra-Portable,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎82RK00VTIN,‎Intel,‎Core i3,‎4.4 GHz,‎6,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎PCIE x 4,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎45 Watt Hours,‎3,"‎Laptop,User Manual,Power Adapter",‎India,‎1 kg 630 g
